FuelCode,Price,IsAvailable,FuelOutletIdentifier,OutletName,Address,Postcode,Suburb,FuelBrandIdentifier,Longitude,Latitude,BrandIdentifier,BrandName,collection_datetime,collection_date
P95,194.50,True,08100049,EG Ampol Casuarina,283 Trower Road,0810,Casuarina,EA,130.883614,-12.372055,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
PD,206.90,True,08100049,EG Ampol Casuarina,283 Trower Road,0810,Casuarina,EA,130.883614,-12.372055,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08100049,EG Ampol Casuarina,283 Trower Road,0810,Casuarina,EA,130.883614,-12.372055,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08360050,EG Ampol Coolalinga,20 Henning Road,0836,Coolalinga,EA,131.042567,-12.524825,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
PD,206.90,True,08360050,EG Ampol Coolalinga,20 Henning Road,0836,Coolalinga,EA,131.042567,-12.524825,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08360050,EG Ampol Coolalinga,20 Henning Road,0836,Coolalinga,EA,131.042567,-12.524825,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08120051,EG Ampol Karama,37 Kalymnos Drive,0812,Karama,EA,130.916358,-12.401029,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
PD,208.50,True,08120051,EG Ampol Karama,37 Kalymnos Drive,0812,Karama,EA,130.916358,-12.401029,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08120051,EG Ampol Karama,37 Kalymnos Drive,0812,Karama,EA,130.916358,-12.401029,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
LAF,189.90,True,08500052,EG Ampol Katherine,Corner Lindsay and First Streets,0850,Katherine,EA,132.26618,-14.465399,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
P95,202.90,True,08500052,EG Ampol Katherine,Corner Lindsay and First Streets,0850,Katherine,EA,132.26618,-14.465399,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
PD,206.90,True,08500052,EG Ampol Katherine,Corner Lindsay and First Streets,0850,Katherine,EA,132.26618,-14.465399,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
LPG,0.00,True,08140053,EG Ampol Nightcliff,159 Dick Ward Drive,0814,Nightcliff,EA,130.851965,-12.389526,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08140053,EG Ampol Nightcliff,159 Dick Ward Drive,0814,Nightcliff,EA,130.851965,-12.389526,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
PD,206.90,True,08140053,EG Ampol Nightcliff,159 Dick Ward Drive,0814,Nightcliff,EA,130.851965,-12.389526,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08140053,EG Ampol Nightcliff,159 Dick Ward Drive,0814,Nightcliff,EA,130.851965,-12.389526,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
DL,206.90,True,08310054,EG Ampol Palmerston,15 Yarrawonga Road,0831,Palmerston,EA,130.984279,-12.470486,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08310054,EG Ampol Palmerston,15 Yarrawonga Road,0831,Palmerston,EA,130.984279,-12.470486,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
PD,208.90,True,08310054,EG Ampol Palmerston,15 Yarrawonga Road,0831,Palmerston,EA,130.984279,-12.470486,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08310054,EG Ampol Palmerston,15 Yarrawonga Road,0831,Palmerston,EA,130.984279,-12.470486,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
DL,206.90,True,08350055,EG Ampol Holtze,883 Stuart Highway,0835,Holtze,EA,130.965929,-12.454353,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08350055,EG Ampol Holtze,883 Stuart Highway,0835,Holtze,EA,130.965929,-12.454353,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
PD,208.90,True,08350055,EG Ampol Holtze,883 Stuart Highway,0835,Holtze,EA,130.965929,-12.454353,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08350055,EG Ampol Holtze,883 Stuart Highway,0835,Holtze,EA,130.965929,-12.454353,EA,EG Ampol,2023-05-11 14:00:17.473315,2023-05-11
LPG,136.90,True,08300056,Ampol Yarrawonga,8 Middleton St,0830,Yarrawonga,AM,130.987781,-12.469825,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P95,195.50,True,08300056,Ampol Yarrawonga,8 Middleton St,0830,Yarrawonga,AM,130.987781,-12.469825,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P98,227.50,True,08300056,Ampol Yarrawonga,8 Middleton St,0830,Yarrawonga,AM,130.987781,-12.469825,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
PD,210.90,True,08300056,Ampol Yarrawonga,8 Middleton St,0830,Yarrawonga,AM,130.987781,-12.469825,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08300056,Ampol Yarrawonga,8 Middleton St,0830,Yarrawonga,AM,130.987781,-12.469825,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P95,195.50,True,08200057,Ampol Star Mart Eaton,Cnr McMillans Rd & Neale St,0820,Eaton,AM,130.859903,-12.397213,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
P98,227.50,True,08200057,Ampol Star Mart Eaton,Cnr McMillans Rd & Neale St,0820,Eaton,AM,130.859903,-12.397213,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
PD,210.90,True,08200057,Ampol Star Mart Eaton,Cnr McMillans Rd & Neale St,0820,Eaton,AM,130.859903,-12.397213,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08200057,Ampol Star Mart Eaton,Cnr McMillans Rd & Neale St,0820,Eaton,AM,130.859903,-12.397213,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,208.90,True,08220058,Ampol Diesel Stop Wishart,Cnr Wishart Road & McCarthy Close,0822,Wishart,AM,130.929661,-12.461616,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
PD,211.90,True,08220058,Ampol Diesel Stop Wishart,Cnr Wishart Road & McCarthy Close,0822,Wishart,AM,130.929661,-12.461616,AM,AMPOL,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08100059,UNITED COCONUT GROVE (BAGOT ROAD) PIEFACE,253 Bagot Road,0810,Coconut Grove,UN,130.855703,-12.402207,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08100059,UNITED COCONUT GROVE (BAGOT ROAD) PIEFACE,253 Bagot Road,0810,Coconut Grove,UN,130.855703,-12.402207,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08100059,UNITED COCONUT GROVE (BAGOT ROAD) PIEFACE,253 Bagot Road,0810,Coconut Grove,UN,130.855703,-12.402207,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08000060,UNITED DARWIN (SMITH STREET) PIEFACE,103 Smith Street,0800,Darwin,UN,130.836149,-12.458111,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08000060,UNITED DARWIN (SMITH STREET) PIEFACE,103 Smith Street,0800,Darwin,UN,130.836149,-12.458111,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08000060,UNITED DARWIN (SMITH STREET) PIEFACE,103 Smith Street,0800,Darwin,UN,130.836149,-12.458111,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08000060,UNITED DARWIN (SMITH STREET) PIEFACE,103 Smith Street,0800,Darwin,UN,130.836149,-12.458111,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,205.90,True,08500061,UNITED KATHERINE PIEFACE,37 Katherine Terrace,0850,Katherine,UN,132.260655,-14.462967,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LAF,189.90,True,08500061,UNITED KATHERINE PIEFACE,37 Katherine Terrace,0850,Katherine,UN,132.260655,-14.462967,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LPG,192.90,True,08500061,UNITED KATHERINE PIEFACE,37 Katherine Terrace,0850,Katherine,UN,132.260655,-14.462967,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,202.90,True,08500061,UNITED KATHERINE PIEFACE,37 Katherine Terrace,0850,Katherine,UN,132.260655,-14.462967,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,220.90,True,08500061,UNITED KATHERINE PIEFACE,37 Katherine Terrace,0850,Katherine,UN,132.260655,-14.462967,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08390062,UNITED COOLALINGA PIEFACE & ROADHOUSE,Lot 2 420 Stuart Hwy,0839,COOLALINGA,UN,131.040123,-12.522443,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08390062,UNITED COOLALINGA PIEFACE & ROADHOUSE,Lot 2 420 Stuart Hwy,0839,COOLALINGA,UN,131.040123,-12.522443,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08390062,UNITED COOLALINGA PIEFACE & ROADHOUSE,Lot 2 420 Stuart Hwy,0839,COOLALINGA,UN,131.040123,-12.522443,UN,United,2023-05-11 14:00:17.473315,2023-05-11
PD,208.50,True,08390062,UNITED COOLALINGA PIEFACE & ROADHOUSE,Lot 2 420 Stuart Hwy,0839,COOLALINGA,UN,131.040123,-12.522443,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08390062,UNITED COOLALINGA PIEFACE & ROADHOUSE,Lot 2 420 Stuart Hwy,0839,COOLALINGA,UN,131.040123,-12.522443,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08370063,UNITED NOONAMAH ROADHOUSE,1805 Stuart Highway,0837,NOONAMAH,UN,131.074496,-12.633774,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08370063,UNITED NOONAMAH ROADHOUSE,1805 Stuart Highway,0837,NOONAMAH,UN,131.074496,-12.633774,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08370063,UNITED NOONAMAH ROADHOUSE,1805 Stuart Highway,0837,NOONAMAH,UN,131.074496,-12.633774,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08370063,UNITED NOONAMAH ROADHOUSE,1805 Stuart Highway,0837,NOONAMAH,UN,131.074496,-12.633774,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08360064,UNITED HUMPTY DOO  ,340 Arnhem Highway,0836,HUMPTY DOO,UN,131.10414,-12.572874,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08360064,UNITED HUMPTY DOO  ,340 Arnhem Highway,0836,HUMPTY DOO,UN,131.10414,-12.572874,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08360064,UNITED HUMPTY DOO  ,340 Arnhem Highway,0836,HUMPTY DOO,UN,131.10414,-12.572874,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08200065,UNITED LUDMILLA,187 Bagot Road,0820,LUDMILLA,UN,130.855712,-12.40943,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08200065,UNITED LUDMILLA,187 Bagot Road,0820,LUDMILLA,UN,130.855712,-12.40943,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08200065,UNITED LUDMILLA,187 Bagot Road,0820,LUDMILLA,UN,130.855712,-12.40943,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08100066,UNITED CASUARINA PIEFACE,17 Vanderlin Drive,0810,WANGURI,UN,130.88528,-12.376162,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08100066,UNITED CASUARINA PIEFACE,17 Vanderlin Drive,0810,WANGURI,UN,130.88528,-12.376162,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08100066,UNITED CASUARINA PIEFACE,17 Vanderlin Drive,0810,WANGURI,UN,130.88528,-12.376162,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08100066,UNITED CASUARINA PIEFACE,17 Vanderlin Drive,0810,WANGURI,UN,130.88528,-12.376162,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,189.90,True,08500067,UNITED KATHERINE DEPOT,4A Emungalan Road,0850,KATHERINE,UN,132.248104,-14.450602,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LAF,179.90,True,08500067,UNITED KATHERINE DEPOT,4A Emungalan Road,0850,KATHERINE,UN,132.248104,-14.450602,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,192.90,True,08500067,UNITED KATHERINE DEPOT,4A Emungalan Road,0850,KATHERINE,UN,132.248104,-14.450602,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,219.90,True,08500067,UNITED KATHERINE DEPOT,4A Emungalan Road,0850,KATHERINE,UN,132.248104,-14.450602,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08200068,UNITED WINNELLIE ROADHOUSE,1545 Stuart Highway (cnr Hook Road),0820,WINNELLIE,UN,130.893602,-12.426162,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08200068,UNITED WINNELLIE ROADHOUSE,1545 Stuart Highway (cnr Hook Road),0820,WINNELLIE,UN,130.893602,-12.426162,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08200068,UNITED WINNELLIE ROADHOUSE,1545 Stuart Highway (cnr Hook Road),0820,WINNELLIE,UN,130.893602,-12.426162,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08200068,UNITED WINNELLIE ROADHOUSE,1545 Stuart Highway (cnr Hook Road),0820,WINNELLIE,UN,130.893602,-12.426162,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08200069,UNITED PARAP PIEFACE,209 Stuart Hwy ,0820,PARAP,UN,130.848332,-12.4329,UN,United,2023-05-11 14:00:17.473315,2023-05-11
E85,249.90,True,08200069,UNITED PARAP PIEFACE,209 Stuart Hwy ,0820,PARAP,UN,130.848332,-12.4329,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08200069,UNITED PARAP PIEFACE,209 Stuart Hwy ,0820,PARAP,UN,130.848332,-12.4329,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08200069,UNITED PARAP PIEFACE,209 Stuart Hwy ,0820,PARAP,UN,130.848332,-12.4329,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08200069,UNITED PARAP PIEFACE,209 Stuart Hwy ,0820,PARAP,UN,130.848332,-12.4329,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08220070,UNITED ACACIA HILLS PIEFACE & ROADHOUSE,3760 Stuart Highway,0822,ACACIA HILLS,UN,131.12208,-12.799117,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08220070,UNITED ACACIA HILLS PIEFACE & ROADHOUSE,3760 Stuart Highway,0822,ACACIA HILLS,UN,131.12208,-12.799117,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08220070,UNITED ACACIA HILLS PIEFACE & ROADHOUSE,3760 Stuart Highway,0822,ACACIA HILLS,UN,131.12208,-12.799117,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08320071,UNITED PALMERSTON (ROSEBERY) PIEFACE,"Lot 1102, 164 Forrest Parade",0832,ROSEBERY,UN,130.990031,-12.508645,UN,United,2023-05-11 14:00:17.473315,2023-05-11
E85,249.90,True,08320071,UNITED PALMERSTON (ROSEBERY) PIEFACE,"Lot 1102, 164 Forrest Parade",0832,ROSEBERY,UN,130.990031,-12.508645,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08320071,UNITED PALMERSTON (ROSEBERY) PIEFACE,"Lot 1102, 164 Forrest Parade",0832,ROSEBERY,UN,130.990031,-12.508645,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08320071,UNITED PALMERSTON (ROSEBERY) PIEFACE,"Lot 1102, 164 Forrest Parade",0832,ROSEBERY,UN,130.990031,-12.508645,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08320071,UNITED PALMERSTON (ROSEBERY) PIEFACE,"Lot 1102, 164 Forrest Parade",0832,ROSEBERY,UN,130.990031,-12.508645,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,205.90,True,08500072,UNITED KATHERINE SOUTH,440 Victoria Hwy,0850,KATHERINE SOUTH,UN,132.2575,-14.485745,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LAF,189.90,True,08500072,UNITED KATHERINE SOUTH,440 Victoria Hwy,0850,KATHERINE SOUTH,UN,132.2575,-14.485745,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LPG,190.50,True,08500072,UNITED KATHERINE SOUTH,440 Victoria Hwy,0850,KATHERINE SOUTH,UN,132.2575,-14.485745,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,202.90,True,08500072,UNITED KATHERINE SOUTH,440 Victoria Hwy,0850,KATHERINE SOUTH,UN,132.2575,-14.485745,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,189.50,True,08500072,UNITED KATHERINE SOUTH,440 Victoria Hwy,0850,KATHERINE SOUTH,UN,132.2575,-14.485745,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08730073,UNITED HEAVITREE GAP SUPERMARKET. PIEFACE AND ROADHOUSE,70 Palm Circuit,0873,ALICE SPRINGS,UN,133.867248,-23.728498,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LAF,193.90,True,08730073,UNITED HEAVITREE GAP SUPERMARKET. PIEFACE AND ROADHOUSE,70 Palm Circuit,0873,ALICE SPRINGS,UN,133.867248,-23.728498,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,206.90,True,08730073,UNITED HEAVITREE GAP SUPERMARKET. PIEFACE AND ROADHOUSE,70 Palm Circuit,0873,ALICE SPRINGS,UN,133.867248,-23.728498,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,219.90,True,08470075,UNITED PINE CREEK HOLIDAY PARK & ROADHOUSE,47 Moule Street,0847,PINE CREEK,UN,131.83516,-13.825006,UN,United,2023-05-11 14:00:17.473315,2023-05-11
LAF,199.90,True,08470075,UNITED PINE CREEK HOLIDAY PARK & ROADHOUSE,47 Moule Street,0847,PINE CREEK,UN,131.83516,-13.825006,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,210.90,True,08470075,UNITED PINE CREEK HOLIDAY PARK & ROADHOUSE,47 Moule Street,0847,PINE CREEK,UN,131.83516,-13.825006,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,209.70,True,08700076,S24 Alice City,34 Railway Terrace,0870,Alice Springs,PM,133.878272,-23.698712,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,201.70,True,08700076,S24 Alice City,34 Railway Terrace,0870,Alice Springs,PM,133.878272,-23.698712,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,215.70,True,08700076,S24 Alice City,34 Railway Terrace,0870,Alice Springs,PM,133.878272,-23.698712,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,238.70,True,08700076,S24 Alice City,34 Railway Terrace,0870,Alice Springs,PM,133.878272,-23.698712,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08200078,S24 Fannie Bay,88 Ross Smith Avenue,0820,Fannie Bay,PM,130.839007,-12.424795,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08200078,S24 Fannie Bay,88 Ross Smith Avenue,0820,Fannie Bay,PM,130.839007,-12.424795,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08200078,S24 Fannie Bay,88 Ross Smith Avenue,0820,Fannie Bay,PM,130.839007,-12.424795,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08200078,S24 Fannie Bay,88 Ross Smith Avenue,0820,Fannie Bay,PM,130.839007,-12.424795,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08350079,S24 Howard Springs,150 Whitewood Road,0835,Howard Springs,PM,131.031436,-12.49654,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,195.50,True,08350079,S24 Howard Springs,150 Whitewood Road,0835,Howard Springs,PM,131.031436,-12.49654,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,0.00,True,08350079,S24 Howard Springs,150 Whitewood Road,0835,Howard Springs,PM,131.031436,-12.49654,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,182.50,True,08350079,S24 Howard Springs,150 Whitewood Road,0835,Howard Springs,PM,131.031436,-12.49654,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08120080,S24 Malak,Chambers Place (Crn Holzerland St & Malak Place),0812,Malak,PM,130.90436,-12.396662,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08120080,S24 Malak,Chambers Place (Crn Holzerland St & Malak Place),0812,Malak,PM,130.90436,-12.396662,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08120080,S24 Malak,Chambers Place (Crn Holzerland St & Malak Place),0812,Malak,PM,130.90436,-12.396662,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08120080,S24 Malak,Chambers Place (Crn Holzerland St & Malak Place),0812,Malak,PM,130.90436,-12.396662,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08100081,S24 Nightcliff,26 Progress Drive,0810,Nightcliff,PM,130.85206,-12.3877,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08100081,S24 Nightcliff,26 Progress Drive,0810,Nightcliff,PM,130.85206,-12.3877,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08100081,S24 Nightcliff,26 Progress Drive,0810,Nightcliff,PM,130.85206,-12.3877,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08100081,S24 Nightcliff,26 Progress Drive,0810,Nightcliff,PM,130.85206,-12.3877,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,206.50,True,08320082,UNITED HOLTZE PIEFACE ,905 Stuart Highway,0832,Holtze,UN,130.971118,-12.458593,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08320082,UNITED HOLTZE PIEFACE ,905 Stuart Highway,0832,Holtze,UN,130.971118,-12.458593,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08320082,UNITED HOLTZE PIEFACE ,905 Stuart Highway,0832,Holtze,UN,130.971118,-12.458593,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08320082,UNITED HOLTZE PIEFACE ,905 Stuart Highway,0832,Holtze,UN,130.971118,-12.458593,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,152.90,True,08700083,Puma Alice Airport OPT,"Fuel Site 462, Davis Drive",0870,Alice Springs,PM,133.901191,-23.800432,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
