FuelCode,Price,IsAvailable,FuelOutletIdentifier,OutletName,Address,Postcode,Suburb,FuelBrandIdentifier,Longitude,Latitude,BrandIdentifier,BrandName,collection_datetime,collection_date
LAF,155.90,True,08700083,Puma Alice Airport OPT,"Fuel Site 462, Davis Drive",0870,Alice Springs,PM,133.901191,-23.800432,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08280084,S24 Knuckey Lagoon,687 Stuart Highway,0828,Berrimah,PM,130.924834,-12.433454,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LPG,109.90,True,08280084,S24 Knuckey Lagoon,687 Stuart Highway,0828,Berrimah,PM,130.924834,-12.433454,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08280084,S24 Knuckey Lagoon,687 Stuart Highway,0828,Berrimah,PM,130.924834,-12.433454,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08280084,S24 Knuckey Lagoon,687 Stuart Highway,0828,Berrimah,PM,130.924834,-12.433454,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08100085,S24 Casuarina Cityway,274 Trower Road,0810,Casuarina,PM,130.883836,-12.373514,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08100085,S24 Casuarina Cityway,274 Trower Road,0810,Casuarina,PM,130.883836,-12.373514,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08100085,S24 Casuarina Cityway,274 Trower Road,0810,Casuarina,PM,130.883836,-12.373514,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08100085,S24 Casuarina Cityway,274 Trower Road,0810,Casuarina,PM,130.883836,-12.373514,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08000086,S24 Darwin City,89-91 Smith Street,0800,Darwin,PM,130.837418,-12.459371,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08000086,S24 Darwin City,89-91 Smith Street,0800,Darwin,PM,130.837418,-12.459371,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08000086,S24 Darwin City,89-91 Smith Street,0800,Darwin,PM,130.837418,-12.459371,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08000086,S24 Darwin City,89-91 Smith Street,0800,Darwin,PM,130.837418,-12.459371,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08360087,S24 Humpty Doo,"Lot 2, 600 Arnhem Highway",0836,Humpty Doo,PM,131.127682,-12.578209,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08360087,S24 Humpty Doo,"Lot 2, 600 Arnhem Highway",0836,Humpty Doo,PM,131.127682,-12.578209,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08360087,S24 Humpty Doo,"Lot 2, 600 Arnhem Highway",0836,Humpty Doo,PM,131.127682,-12.578209,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08360087,S24 Humpty Doo,"Lot 2, 600 Arnhem Highway",0836,Humpty Doo,PM,131.127682,-12.578209,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08100088,S24 Jingili,231 McMillans Road,0810,Jingili,PM,130.87797,-12.394744,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08100088,S24 Jingili,231 McMillans Road,0810,Jingili,PM,130.87797,-12.394744,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08100088,S24 Jingili,231 McMillans Road,0810,Jingili,PM,130.87797,-12.394744,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08200090,S24 Ludmilla,25 Bagot Road,0820,Ludmilla,PM,130.855965,-12.426896,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08200090,S24 Ludmilla,25 Bagot Road,0820,Ludmilla,PM,130.855965,-12.426896,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08200090,S24 Ludmilla,25 Bagot Road,0820,Ludmilla,PM,130.855965,-12.426896,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08200090,S24 Ludmilla,25 Bagot Road,0820,Ludmilla,PM,130.855965,-12.426896,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08300091,S24 Palmerston,Cnr Chung Wah Tce & Temple Tce,0830,Palmerston,PM,130.985802,-12.482142,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08300091,S24 Palmerston,Cnr Chung Wah Tce & Temple Tce,0830,Palmerston,PM,130.985802,-12.482142,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08300091,S24 Palmerston,Cnr Chung Wah Tce & Temple Tce,0830,Palmerston,PM,130.985802,-12.482142,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08300091,S24 Palmerston,Cnr Chung Wah Tce & Temple Tce,0830,Palmerston,PM,130.985802,-12.482142,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,207.50,True,08280092,BP Eleven Mile,890 Stuart Highway,0828,Pinelands,BP,130.966706,-12.456695,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,195.50,True,08280092,BP Eleven Mile,890 Stuart Highway,0828,Pinelands,BP,130.966706,-12.456695,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P98,222.50,True,08280092,BP Eleven Mile,890 Stuart Highway,0828,Pinelands,BP,130.966706,-12.456695,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08280092,BP Eleven Mile,890 Stuart Highway,0828,Pinelands,BP,130.966706,-12.456695,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08280093,S24 Berrimah,3921 Berrimah Road,0828,Berrimah,PM,130.923847,-12.434533,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08280093,S24 Berrimah,3921 Berrimah Road,0828,Berrimah,PM,130.923847,-12.434533,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08280093,S24 Berrimah,3921 Berrimah Road,0828,Berrimah,PM,130.923847,-12.434533,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08280093,S24 Berrimah,3921 Berrimah Road,0828,Berrimah,PM,130.923847,-12.434533,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,208.50,True,08280094,S24 Wishart Road,5 Wishart Road,0828,Wishart,PM,130.926545,-12.460552,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,194.50,True,08280094,S24 Wishart Road,5 Wishart Road,0828,Wishart,PM,130.926545,-12.460552,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,221.50,True,08280094,S24 Wishart Road,5 Wishart Road,0828,Wishart,PM,130.926545,-12.460552,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,181.50,True,08280094,S24 Wishart Road,5 Wishart Road,0828,Wishart,PM,130.926545,-12.460552,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,206.90,True,08350095,Puma Virginia,30 Virginia Road,0835,Virginia,PM,131.029042,-12.517866,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,197.90,True,08350095,Puma Virginia,30 Virginia Road,0835,Virginia,PM,131.029042,-12.517866,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,182.90,True,08350095,Puma Virginia,30 Virginia Road,0835,Virginia,PM,131.029042,-12.517866,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,275.00,True,08720096,Papunya Community Store,Lot 219 Nyananyana Street,0872,Papunya,IV,131.912206,-23.202401,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
LAF,270.00,True,08720096,Papunya Community Store,Lot 219 Nyananyana Street,0872,Papunya,IV,131.912206,-23.202401,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
DL,270.00,True,08720097,Ntaria Supermarket and Takeaway,27-28 Tjalkabota Road,0872,Hermannsburg,IV,132.779855,-23.942104,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
LAF,270.00,True,08720097,Ntaria Supermarket and Takeaway,27-28 Tjalkabota Road,0872,Hermannsburg,IV,132.779855,-23.942104,IV,Indervon,2023-05-11 14:00:17.473315,2023-05-11
DL,208.00,True,08450098,Batchelor General Store,22 Tarkarri Road ,0845,Batchelor,UN,131.027699,-13.046505,UN,United,2023-05-11 14:00:17.473315,2023-05-11
P95,227.00,True,08450098,Batchelor General Store,22 Tarkarri Road ,0845,Batchelor,UN,131.027699,-13.046505,UN,United,2023-05-11 14:00:17.473315,2023-05-11
U91,190.00,True,08450098,Batchelor General Store,22 Tarkarri Road ,0845,Batchelor,UN,131.027699,-13.046505,UN,United,2023-05-11 14:00:17.473315,2023-05-11
DL,283.00,True,08720099,Kings Creek Station,12725 Luritja Road,0872,Via Alice Springs,IN,131.817917,-24.405307,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
P95,288.00,True,08720099,Kings Creek Station,12725 Luritja Road,0872,Via Alice Springs,IN,131.817917,-24.405307,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
U91,282.00,True,08720099,Kings Creek Station,12725 Luritja Road,0872,Via Alice Springs,IN,131.817917,-24.405307,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,275.00,True,08220100,MPA Fuel Station,Lot 526 Maningrida St,0822,Maningrida,PM,134.225488,-12.049776,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,250.00,True,08220100,MPA Fuel Station,Lot 526 Maningrida St,0822,Maningrida,PM,134.225488,-12.049776,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,216.00,True,08540101,King Ash Bay Service Station,1 Batten Road,0854,King Ash Bay,PM,136.478018,-15.933263,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,228.00,True,08540101,King Ash Bay Service Station,1 Batten Road,0854,King Ash Bay,PM,136.478018,-15.933263,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,219.00,True,08540101,King Ash Bay Service Station,1 Batten Road,0854,King Ash Bay,PM,136.478018,-15.933263,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,270.00,True,08720102,WARTE STORE,"LOT 122, 9 Antyiper Street",0872,ALPURURRULAM,PM,137.849121,-20.985741,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,270.00,True,08720102,WARTE STORE,"LOT 122, 9 Antyiper Street",0872,ALPURURRULAM,PM,137.849121,-20.985741,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,259.90,True,08860103,Cooinda Lodge Kakadu Service Station,Lot 341580,0886,COOINDA,PM,132.521309,-12.905407,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,229.90,True,08860103,Cooinda Lodge Kakadu Service Station,Lot 341580,0886,COOINDA,PM,132.521309,-12.905407,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,242.90,True,08860103,Cooinda Lodge Kakadu Service Station,Lot 341580,0886,COOINDA,PM,132.521309,-12.905407,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,290.00,True,08720104,Docker River Store,Lot 120 Lasseter Road,0872,Kaltukatjara,CA,129.083471,-24.873506,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
LAF,280.00,True,08720104,Docker River Store,Lot 120 Lasseter Road,0872,Kaltukatjara,CA,129.083471,-24.873506,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
DL,270.00,True,08720105,AHERRENGE Community Store,1 Morten Street (Lot 23) ,0872,AMPILATWATJA,IN,135.224331,-21.654465,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,250.00,True,08720105,AHERRENGE Community Store,1 Morten Street (Lot 23) ,0872,AMPILATWATJA,IN,135.224331,-21.654465,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,306.00,True,08520106,Numbulwar Workshop,Lot 53 Numbulwar,0852,Numbalwar,PM,135.725471,-14.283876,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,250.00,True,08520106,Numbulwar Workshop,Lot 53 Numbulwar,0852,Numbalwar,PM,135.725471,-14.283876,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,295.00,True,08220107,ELCHO FUEL,561 Galawarra Road,0822,GALIWINKU,PM,135.568356,-12.030372,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,300.00,True,08220107,ELCHO FUEL,561 Galawarra Road,0822,GALIWINKU,PM,135.568356,-12.030372,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,275.00,True,08520108,Mainoru Store,Central Arnhem Road,0852,Flying Fox,IN,133.963894,-13.952403,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
P95,265.00,True,08520108,Mainoru Store,Central Arnhem Road,0852,Flying Fox,IN,133.963894,-13.952403,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,278.50,True,08720109,SHELL AYERS ROCK RESORT SERVICE STATION,7:00am - 8:00pm 7 days. 257 YULARA DRIVE,0872,YULARA,SH,130.990076,-25.240005,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
LAF,266.90,True,08720109,SHELL AYERS ROCK RESORT SERVICE STATION,7:00am - 8:00pm 7 days. 257 YULARA DRIVE,0872,YULARA,SH,130.990076,-25.240005,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
LPG,169.90,True,08720109,SHELL AYERS ROCK RESORT SERVICE STATION,7:00am - 8:00pm 7 days. 257 YULARA DRIVE,0872,YULARA,SH,130.990076,-25.240005,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
P98,282.90,True,08720109,SHELL AYERS ROCK RESORT SERVICE STATION,7:00am - 8:00pm 7 days. 257 YULARA DRIVE,0872,YULARA,SH,130.990076,-25.240005,SH,Shell,2023-05-11 14:00:17.473315,2023-05-11
DL,207.90,True,08500110,BP Katherine,6 Katherine Terrace,0850,Katherine,BP,132.264715,-14.466846,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LAF,190.90,True,08500110,BP Katherine,6 Katherine Terrace,0850,Katherine,BP,132.264715,-14.466846,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,204.90,True,08500110,BP Katherine,6 Katherine Terrace,0850,Katherine,BP,132.264715,-14.466846,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,232.00,True,08620111,Barkly Homestead,2 Barkly Hwy (Cnr Barkly and Tablelands Highways),0862,Tablelands,IN,135.827585,-19.710849,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
P95,239.00,True,08620111,Barkly Homestead,2 Barkly Hwy (Cnr Barkly and Tablelands Highways),0862,Tablelands,IN,135.827585,-19.710849,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
U91,231.00,True,08620111,Barkly Homestead,2 Barkly Hwy (Cnr Barkly and Tablelands Highways),0862,Tablelands,IN,135.827585,-19.710849,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,300.00,True,08720112,Laramba Community Store,Lot 45 Store Street,0872,Laramba,CA,132.754003,-22.534303,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
LAF,300.00,True,08720112,Laramba Community Store,Lot 45 Store Street,0872,Laramba,CA,132.754003,-22.534303,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
U91,0.00,True,08720112,Laramba Community Store,Lot 45 Store Street,0872,Laramba,CA,132.754003,-22.534303,CA,Caltex,2023-05-11 14:00:17.473315,2023-05-11
P95,220.00,True,08520113,Victoria River Roadhouse,19405 Victoria Highway,0851,South Gregory,IN,131.127829,-15.616434,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
U91,205.00,True,08520113,Victoria River Roadhouse,19405 Victoria Highway,0851,South Gregory,IN,131.127829,-15.616434,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,220.00,True,08860114,Puma Jabiru,1 Lakeside Drive,0886,Jabiru,PM,132.834532,-12.670233,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,210.00,True,08860114,Puma Jabiru,1 Lakeside Drive,0886,Jabiru,PM,132.834532,-12.670233,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,220.00,True,08860114,Puma Jabiru,1 Lakeside Drive,0886,Jabiru,PM,132.834532,-12.670233,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P98,260.00,True,08860114,Puma Jabiru,1 Lakeside Drive,0886,Jabiru,PM,132.834532,-12.670233,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,329.90,True,08720115,Curtin Springs Wayside Inn,16042 Lasseter Hwy,0872,Petermann,IN,131.756548,-25.314986,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,279.90,True,08720115,Curtin Springs Wayside Inn,16042 Lasseter Hwy,0872,Petermann,IN,131.756548,-25.314986,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
U91,279.90,True,08720115,Curtin Springs Wayside Inn,16042 Lasseter Hwy,0872,Petermann,IN,131.756548,-25.314986,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,215.00,True,08220116,Belyuen Store,"Lot 297, Cox Peninsula Road, Belyuen Community ",0822,Belyuen,PM,130.698544,-12.53659,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
U91,199.00,True,08220116,Belyuen Store,"Lot 297, Cox Peninsula Road, Belyuen Community ",0822,Belyuen,PM,130.698544,-12.53659,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,235.00,True,08620117,BP Renner Springs Desert Inn,9047 Stuart Highway - 24 Hours,0862,Renner Springs,BP,133.795469,-18.318526,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
U91,225.00,True,08620117,BP Renner Springs Desert Inn,9047 Stuart Highway - 24 Hours,0862,Renner Springs,BP,133.795469,-18.318526,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,229.00,True,08520118,BP Mataranka Roadhouse,Lot 118 Roper Terrace,0852,Mataranka,BP,133.066228,-14.92301,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,219.90,True,08520118,BP Mataranka Roadhouse,Lot 118 Roper Terrace,0852,Mataranka,BP,133.066228,-14.92301,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,243.00,True,08710119,Epenarra Store,Epenarra/Murray Downs Road,0871,Davenport,PM,135.262611,-20.443972,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,243.00,True,08710119,Epenarra Store,Epenarra/Murray Downs Road,0871,Davenport,PM,135.262611,-20.443972,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,320.00,True,08520120,Yarralin Community Store,Lot 33,0852,Yarralin Community,IN,130.883164,-16.446908,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,284.00,True,08520120,Yarralin Community Store,Lot 33,0852,Yarralin Community,IN,130.883164,-16.446908,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,245.00,True,08720121,Murray Downs Store,"Murray Downs Station, Murray Downs Road",0872,Ali Curung,PM,134.675961,-21.04261,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,245.00,True,08720121,Murray Downs Store,"Murray Downs Station, Murray Downs Road",0872,Ali Curung,PM,134.675961,-21.04261,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,217.00,True,08520122,Mataranka Store and Service Station,67 Roper Terrace,0852,Mataranka,PM,133.068837,-14.925331,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,205.80,True,08520122,Mataranka Store and Service Station,67 Roper Terrace,0852,Mataranka,PM,133.068837,-14.925331,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
P95,218.90,True,08520122,Mataranka Store and Service Station,67 Roper Terrace,0852,Mataranka,PM,133.068837,-14.925331,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,229.90,True,08470123,Lazy Lizard Caravan Park,299 Millar Terrace,0847,Pine Creek,IN,131.834886,-13.821815,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
LAF,209.90,True,08470123,Lazy Lizard Caravan Park,299 Millar Terrace,0847,Pine Creek,IN,131.834886,-13.821815,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
P95,227.90,True,08470123,Lazy Lizard Caravan Park,299 Millar Terrace,0847,Pine Creek,IN,131.834886,-13.821815,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
U91,0.00,True,08470123,Lazy Lizard Caravan Park,299 Millar Terrace,0847,Pine Creek,IN,131.834886,-13.821815,IN,Independent,2023-05-11 14:00:17.473315,2023-05-11
DL,207.00,True,08560124,Army & Airforce Canteen Service Tindal,"Bldg 260-261 Newham Circuit, RAAF Base Tindal",0856,TINDAL,BP,132.396529,-14.499858,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
LAF,191.00,True,08560124,Army & Airforce Canteen Service Tindal,"Bldg 260-261 Newham Circuit, RAAF Base Tindal",0856,TINDAL,BP,132.396529,-14.499858,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
P95,204.00,True,08560124,Army & Airforce Canteen Service Tindal,"Bldg 260-261 Newham Circuit, RAAF Base Tindal",0856,TINDAL,BP,132.396529,-14.499858,BP,BP,2023-05-11 14:00:17.473315,2023-05-11
DL,209.00,True,08500125,Boab Caravan Park ,42 Victoria Highway,0850,Katherine South,PM,132.257286,-14.476213,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,192.00,True,08500125,Boab Caravan Park ,42 Victoria Highway,0850,Katherine South,PM,132.257286,-14.476213,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,250.00,True,08220126,Thamarrurr Development Corporation Mechanical Workshop,Lot 485 Perdjert Street,0822,WADEYE,PM,129.520224,-14.237557,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
LAF,245.00,True,08220126,Thamarrurr Development Corporation Mechanical Workshop,Lot 485 Perdjert Street,0822,WADEYE,PM,129.520224,-14.237557,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
DL,215.90,True,08220127,Corroboree Park Tavern,Lot 3095 Arnhem Highway,0822,Marrakai,PM,131.50097,-12.761847,PM,Puma Energy,2023-05-11 14:00:17.473315,2023-05-11
